date;area;persons;sharePersonLeavingHome;dailyRangePerPerson
20220109;Landkreis Kulmbach;74937;64.0;14.76
20220109;Mönchengladbach;251809;63.0;7.48
20220109;Landkreis Fürth;113245;60.0;9.16
20220109;Landkreis Göttingen;317027;59.0;13.05
20220109;Landkreis Vechta;132643;59.0;16.18
20220109;Landkreis Oberhavel;201193;54.0;11.48
20220109;Kreis Euskirchen;185382;63.0;11.65
20220109;Fürth;117781;59.0;8.65
20220109;Landkreis Heidekreis;134301;56.00000000000001;20.830000000000002
20220109;Hochsauerlandkreis;262842;61.0;13.74
20220109;Landkreis Reutlingen;269958;64.0;9.41
20220109;Kreis Borken;358700;61.0;10.71
20220109;Wilhelmshaven;75734;55.00000000000001;8.02
20220109;Kreis Unna;389199;63.0;8.8
20220109;Westerwaldkreis;221272;61.0;12.66
20220109;Regensburg;137302;60.0;11.05
20220109;Altmarkkreis Salzwedel;96013;50.0;15.290000000000001
20220109;Kreis Groß-Gerau;253817;59.0;12.3
20220109;Landkreis Görlitz;262775;53.0;39.910000000000004
20220109;Landkreis Emmendingen;158103;61.0;12.11
20220109;Landkreis Breisgau-Hochschwarzwald;244686;65.0;20.240000000000002
20220109;Kreis Nordfriesland;160536;61.0;21.19
20220109;Landkreis Bautzen;307960;57.99999999999999;23.48
20220109;Landkreis Ludwigslust-Parchim;221808;54.0;18.080000000000002
20220109;Augsburg;269821;60.0;8.870000000000001
20220109;Landkreis Regen;75438;60.0;23.41
20220109;Berlin;3363247;61.0;7.5200000000000005
20220109;Lübeck;207919;56.00000000000001;9.540000000000001
20220109;Neckar-Odenwald-Kreis;144046;50.0;11.47
20220109;Bamberg;67213;63.0;10.91
20220109;Landkreis Dahme-Spreewald;159366;56.00000000000001;18.21
20220109;Landkreis Holzminden;71999;52.0;11.59
20220109;Erfurt;200728;57.99999999999999;9.120000000000001
20220109;Mainz;201983;63.0;8.36
20220109;Landkreis Mühldorf am Inn;115704;57.99999999999999;16.01
20220109;Schwerin;90411;55.00000000000001;9.06
20220109;Landkreis München;350804;57.00000000000001;11.09
20220109;Landkreis Hildesheim;261445;59.0;10.56
20220109;Landkreis Freyung-Grafenau;77171;57.99999999999999;24.900000000000002
20220109;Neumünster;75086;55.00000000000001;9.040000000000001
20220109;Landkreis Waldshut;162889;49.0;13.040000000000001
20220109;Landkreis Limburg-Weilburg;168854;60.0;13.120000000000001
20220109;Emden;48922;59.0;10.63
20220109;Kreis Steinfurt;429742;61.0;12.3
20220109;Landkreis Karlsruhe;423089;59.0;10.78
20220109;Rhein-Kreis Neuss;436684;62.0;9.0
20220109;Vogelsbergkreis;105818;57.00000000000001;17.69
20220109;Dresden;522179;60.0;9.69
20220109;München;1401176;60.0;9.65
20220109;Kreis Herzogtum Lauenburg;240446;54.0;11.26
20220109;Landkreis Aschaffenburg;173714;56.00000000000001;13.13
20220109;Landkreis Haßberge;83643;59.0;15.33
20220109;Landkreis Esslingen;512608;64.0;9.55
20220109;Landkreis Grafschaft Bentheim;132587;59.0;23.69
20220109;Pforzheim;113749;64.0;8.49
20220109;Landkreis Oldenburg;124584;57.00000000000001;13.91
20220109;Kreis Viersen;293350;63.0;15.43
20220109;Main-Kinzig-Kreis;401550;56.00000000000001;10.68
20220109;Landkreis Aichach-Friedberg;126223;57.99999999999999;11.85
20220109;Aschaffenburg;66689;57.00000000000001;9.39
20220109;Schwarzwald-Baar-Kreis;201692;61.0;11.15
20220109;Landkreis Cham;124553;61.0;19.8
20220109;Landkreis Altenburger Land;93924;54.0;10.01
20220109;Landkreis Ebersberg;138321;59.0;12.41
20220109;Landkreis Wolfenbüttel;118921;57.99999999999999;11.4
20220109;Kreis Rendsburg-Eckernförde;330046;57.99999999999999;12.31
20220109;Landkreis Kelheim;112704;60.0;13.85
20220109;Landkreis Bayreuth;103564;59.0;18.490000000000002
20220109;Landkreis Lindau;78028;57.00000000000001;35.45
20220109;Landkreis Jerichower Land;100117;54.0;18.43
20220109;Potsdam;156456;62.0;8.98
20220109;Alb-Donau-Kreis;197329;60.0;12.790000000000001
20220109;Kaufbeuren;40941;57.99999999999999;9.66
20220109;Landkreis Anhalt-Bitterfeld;167799;54.0;11.1
20220109;Kreis Coesfeld;212765;63.0;11.03
20220109;Kreis Warendorf;269134;65.0;10.63
20220109;Landkreis Amberg-Sulzbach;102161;57.99999999999999;15.23
20220109;Landkreis Uckermark;121745;56.00000000000001;33.78
20220109;Landkreis Dachau;151999;59.0;11.61
20220109;Landkreis Lüchow-Dannenberg;48663;49.0;15.42
20220109;Frankfurt am Main;685309;60.0;8.55
20220109;Oldenburg;157415;55.00000000000001;9.17
20220109;Wolfsburg;121441;50.0;8.16
20220109;Rheingau-Taunus-Kreis;180016;59.0;11.540000000000001
20220109;Landkreis Kassel;253698;61.0;12.18
20220109;Kaiserslautern;93552;60.0;7.8
20220109;Erlangen;107496;61.0;10.08
20220109;Landkreis Bamberg;142340;61.0;14.59
20220109;Landkreis Oberallgäu;148406;70.0;24.09
20220109;Frankfurt (Oder);59494;66.0;116.05
20220109;Landkreis Tübingen;212178;64.0;10.41
20220109;Landkreis Germersheim;130533;61.0;12.27
20220109;Landkreis Zwickau;328551;53.0;8.94
20220109;Kreis Herford;247579;60.0;10.41
20220109;Landkreis Diepholz;208356;56.00000000000001;12.19
20220109;Passau;48660;63.0;52.120000000000005
20220109;Landkreis Schweinfurt;111841;64.0;14.530000000000001
20220109;Schwalm-Eder-Kreis;178900;61.0;15.55
20220109;Eifelkreis Bitburg-Prüm;108371;55.00000000000001;18.39
20220109;Landkreis Vorpommern-Rügen;217438;59.0;18.09
20220109;Landkreis Dillingen an der Donau;92300;57.00000000000001;11.4
20220109;Landkreis Berchtesgadener Land;101276;61.0;52.31
20220109;Zweibrücken;33594;63.0;8.67
20220109;Würzburg;123527;57.99999999999999;11.540000000000001
20220109;Hamburg;1747346;57.99999999999999;8.620000000000001
20220109;Landkreis Gotha;133104;56.00000000000001;13.74
20220109;Kreis Pinneberg;297700;55.00000000000001;8.61
20220109;Deutschland;79774921;59.0;12.08
20220109;Düsseldorf;607291;62.0;8.31
20220109;Kyffhäuserkreis;75501;55.00000000000001;12.76
20220109;Landkreis Kaiserslautern;110837;60.0;11.38
20220109;Landkreis Weißenburg-Gunzenhausen;90586;61.0;12.74
20220109;Landkreis Ostallgäu;132137;67.0;39.0
20220109;Kreis Höxter;142765;56.00000000000001;12.040000000000001
20220109;Heilbronn;115052;61.0;8.58
20220109;Weimar;65858;59.0;10.8
20220109;Landkreis Gießen;250901;60.0;10.89
20220109;Schweinfurt;50734;57.99999999999999;8.67
20220109;Kiel;247455;57.00000000000001;8.53
20220109;Landkreis Märkisch-Oderland;201291;59.0;27.98
20220109;Kreis Lippe;343254;60.0;9.76
20220109;Saale-Orla-Kreis;84997;51.0;16.490000000000002
20220109;Landkreis Helmstedt;88284;56.00000000000001;19.53
20220109;Halle (Saale);230427;54.0;7.68
20220109;Landau in der Pfalz;44449;63.0;9.290000000000001
20220109;Salzlandkreis;199023;53.0;11.38
20220109;Offenbach am Main;116605;60.0;7.49
20220109;Erzgebirgskreis;362474;50.0;11.36
20220109;Cottbus - Chóśebuz;96296;52.0;9.39
20220109;Rems-Murr-Kreis;404199;62.0;8.61
20220109;Landkreis Landshut;177121;57.00000000000001;12.73
20220109;Landkreis Kitzingen;87146;60.0;21.47
20220109;Landkreis Bad Tölz-Wolfratshausen;119447;63.0;13.51
20220109;Landkreis Wittmund;55905;63.0;16.97
20220109;Landkreis Leipzig;253473;57.00000000000001;11.11
20220109;Salzgitter;96689;59.0;9.33
20220109;Landkreis Neu-Ulm;180949;61.0;11.51
20220109;Münster;290050;65.0;9.43
20220109;Saale-Holzland-Kreis;90793;56.00000000000001;16.05
20220109;Landkreis Lörrach;219245;54.0;18.66
20220109;Rosenheim;58433;61.0;10.85
20220109;Landkreis Nordsachsen;196781;57.99999999999999;12.030000000000001
20220109;Landkreis Heidenheim;128044;57.99999999999999;10.950000000000001
20220109;Landkreis Nienburg/Weser;119533;54.0;12.76
20220109;Freiburg im Breisgau;213726;65.0;11.540000000000001
20220109;Bayreuth;69057;63.0;10.69
20220109;Osnabrück;154215;59.0;9.14
20220109;Landkreis Coburg;86240;60.0;10.38
20220109;Chemnitz;238927;56.00000000000001;7.15
20220109;Landkreis Straubing-Bogen;95574;57.00000000000001;21.400000000000002
20220109;Gelsenkirchen;256369;62.0;7.36
20220109;Bonn;308087;65.0;8.27
20220109;Kempten (Allgäu);63160;63.0;11.08
20220109;Landkreis Offenbach;335854;55.00000000000001;9.71
20220109;Odenwaldkreis;85866;49.0;10.28
20220109;Landkreis Rottweil;134037;56.00000000000001;12.42
20220109;Landkreis Darmstadt-Dieburg;288380;55.00000000000001;10.4
20220109;Ansbach;37833;64.0;12.030000000000001
20220109;Landkreis Deggendorf;113029;57.99999999999999;25.810000000000002
20220109;Landkreis Peine;129244;57.99999999999999;13.89
20220109;Wiesbaden;270226;63.0;8.63
20220109;Landkreis Main-Spessart;125570;50.0;16.57
20220109;Landkreis Spree-Neiße;119330;59.0;40.17
20220109;Saarpfalz-Kreis;143546;60.0;11.09
20220109;Landkreis Tuttlingen;132810;59.0;11.03
20220109;Werra-Meißner-Kreis;100288;57.00000000000001;14.91
20220109;Koblenz;109213;64.0;9.28
20220109;Märkischer Kreis;414908;64.0;8.31
20220109;Hochtaunuskreis;226925;59.0;9.46
20220109;Landkreis Emsland;310253;60.0;16.73
20220109;Landkreis Wittenberg;129314;54.0;12.870000000000001
20220109;Landkreis Bad Kissingen;102284;57.00000000000001;18.01
20220109;Suhl;34196;53.0;8.49
20220109;Landkreis Biberach;208977;61.0;12.120000000000001
20220109;Rhein-Hunsrück-Kreis;110366;60.0;15.870000000000001
20220109;Ennepe-Ruhr-Kreis;321160;64.0;8.01
20220109;Landkreis Ammerland;118027;57.99999999999999;12.280000000000001
20220109;Landkreis Oder-Spree;188768;56.00000000000001;36.31
20220109;Landkreis Sigmaringen;126700;62.0;12.290000000000001
20220109;Landkreis Heilbronn;321575;59.0;11.65
20220109;Landkreis Altenkirchen;151450;57.99999999999999;10.83
20220109;Pirmasens;39844;61.0;7.62
20220109;Landkreis Elbe-Elster;106755;57.00000000000001;13.18
20220109;Landkreis Mansfeld-Südharz;142071;54.0;15.370000000000001
20220109;Landkreis Donau-Ries;127276;62.0;14.67
20220109;Landkreis Uelzen;91778;52.0;13.25
20220109;Kreis Steinburg;157087;57.00000000000001;11.08
20220109;Landkreis Greiz;108489;54.0;11.9
20220109;Landkreis Eichsfeld;100517;57.99999999999999;17.29
20220109;Herne;153597;61.0;6.8500000000000005
20220109;Landkreis Barnim;172217;57.00000000000001;13.64
20220109;Landkreis Ahrweiler;128903;60.0;12.66
20220109;Region Hannover;1108606;57.99999999999999;10.81
20220109;Unstrut-Hainich-Kreis;106584;57.00000000000001;11.44
20220109;Landkreis Vorpommern-Greifswald;239060;57.00000000000001;21.09
20220109;Kreis Recklinghausen;611838;60.0;7.94
20220109;Duisburg;483886;62.0;7.68
20220109;Worms;79037;62.0;8.66
20220109;Landkreis Erding;138886;60.0;15.6
20220109;Bodenseekreis;203303;60.0;12.290000000000001
20220109;Mülheim an der Ruhr;165587;62.0;6.86
20220109;Landkreis Sächsische Schweiz-Osterzgebirge;244660;59.0;27.26
20220109;Landkreis Merzig-Wadern;102970;61.0;14.56
20220109;Landkreis Trier-Saarburg;150288;60.0;16.6
20220109;Burgenlandkreis;185375;52.0;13.26
20220109;Rostock;224359;57.00000000000001;10.57
20220109;Kreis Heinsberg;245267;63.0;10.07
20220109;Landkreis Fürstenfeldbruck;203844;57.00000000000001;10.03
20220109;Landkreis Nürnberger Land;162458;59.0;14.780000000000001
20220109;Kreis Schleswig-Flensburg;220202;57.00000000000001;21.6
20220109;Main-Tauber-Kreis;129456;53.0;14.09
20220109;Landkreis Freising;164417;59.0;15.14
20220109;Landkreis Regensburg;182492;57.99999999999999;17.5
20220109;Oberbergischer Kreis;268694;62.0;9.72
20220109;Landkreis Ostprignitz-Ruppin;101808;54.0;20.44
20220109;Landkreis Ansbach;176141;59.0;19.21
20220109;Landkreis Neustadt an der Aisch-Bad Windsheim;96541;57.00000000000001;15.030000000000001
20220109;Vogtlandkreis;234621;53.0;11.17
20220109;Donnersbergkreis;81115;60.0;11.870000000000001
20220109;Darmstadt;145341;56.00000000000001;8.11
20220109;Remscheid;108364;69.0;7.1000000000000005
20220109;Landkreis Fulda;213279;60.0;14.52
20220109;Landkreis Harburg;257735;56.00000000000001;13.200000000000001
20220109;Gera;99580;52.0;8.65
20220109;Kreis Kleve;298067;64.0;18.27
20220109;Frankenthal (Pfalz);46748;62.0;7.640000000000001
20220109;Leverkusen;158704;63.0;7.38
20220109;Landkreis Osnabrück;348706;59.0;11.83
20220109;Speyer;48833;57.99999999999999;8.24
20220109;Landkreis Neunkirchen;133571;59.0;8.33
20220109;Landkreis Rottal-Inn;116466;53.0;23.5
20220109;Landkreis Stade;194559;57.99999999999999;11.07
20220109;Landkreis Garmisch-Partenkirchen;83211;66.0;30.09
20220109;Trier;105425;64.0;10.59
20220109;Bremerhaven;107337;54.0;8.59
20220109;Enzkreis;190441;60.0;10.69
20220109;Landkreis Northeim;136591;54.0;12.530000000000001
20220109;Hagen;183196;66.0;7.61
20220109;Landkreis Roth;159764;57.99999999999999;14.77
20220109;Rhein-Neckar-Kreis;533272;57.00000000000001;10.5
20220109;Landkreis Weimarer Land;83965;57.99999999999999;11.8
20220109;Rheinisch-Bergischer Kreis;275569;64.0;9.16
20220109;Landkreis Böblingen;362913;61.0;9.22
20220109;Landshut;91945;60.0;9.71
20220109;Landkreis Harz;245601;54.0;12.81
20220109;Landkreis Meißen;243453;57.99999999999999;14.040000000000001
20220109;Main-Taunus-Kreis;225135;57.99999999999999;9.47
20220109;Landkreis Friesland;96749;61.0;13.19
20220109;Landkreis Schmalkalden-Meiningen;131629;51.0;11.1
20220109;Stuttgart;593538;66.0;9.290000000000001
20220109;Landkreis Potsdam-Mittelmark;203029;56.00000000000001;18.330000000000002
20220109;Dortmund;568009;64.0;8.26
20220109;Landkreis Celle;174364;51.0;11.28
20220109;Landkreis Forchheim;112571;61.0;11.23
20220109;Wuppertal;340174;67.0;7.3
20220109;Memmingen;40627;65.0;11.61
20220109;Wartburgkreis;126389;56.00000000000001;14.49
20220109;Nürnberg;491981;62.0;9.68
20220109;Kreis Düren;255624;64.0;10.89
20220109;Landkreis Börde;205343;55.00000000000001;18.01
20220109;Landkreis Bernkastel-Wittlich;117391;59.0;14.94
20220109;Landkreis Wunsiedel im Fichtelgebirge;73764;57.99999999999999;21.45
20220109;Landkreis Kusel;79291;61.0;10.6
20220109;Landkreis Lüneburg;175583;55.00000000000001;11.25
20220109;Landkreis Gifhorn;170024;54.0;11.93
20220109;Landkreis Dingolfing-Landau;90664;55.00000000000001;13.5
20220109;Landkreis Schwandorf;142745;60.0;18.09
20220109;Kreis Bergstraße;277159;57.00000000000001;10.0
20220109;Landkreis Unterallgäu;134770;59.0;15.14
20220116;Kreis Olpe;134424;62.0;11.39
20220116;Landkreis Goslar;137565;60.0;13.16
20220116;Landkreis Alzey-Worms;130620;63.0;13.52
20220116;Dessau-Roßlau;83302;53.0;8.0
20220116;Kreis Soest;291713;64.0;12.16
20220116;Regionalverband Saarbrücken;324785;62.0;9.59
20220116;Bielefeld;325754;69.0;9.18
20220116;Neustadt an der Weinstraße;51752;63.0;9.120000000000001
20220116;Landkreis Würzburg;157343;63.0;16.47
20220116;Landkreis St. Wendel;88728;64.0;10.96
20220116;Ostalbkreis;321011;67.0;11.33
20220116;Hof;43444;60.0;9.86
20220116;Oberhausen;208996;66.0;7.43
20220116;Landkreis Südliche Weinstraße;161297;64.0;11.46
20220116;Landkreis Cochem-Zell;70379;55.00000000000001;15.22
20220116;Landkreis Sonneberg;60981;56.00000000000001;10.790000000000001
20220116;Rhein-Sieg-Kreis;576042;66.0;10.1
20220116;Ludwigshafen am Rhein;159379;61.0;7.930000000000001
20220116;Leipzig;518840;57.99999999999999;7.73
20220116;Kreis Siegen-Wittgenstein;273860;61.0;10.200000000000001
20220116;Landkreis Wesermarsch;88476;65.0;12.75
20220116;Landkreis Traunstein;168119;62.0;18.09
20220116;Landkreis Passau;202075;57.00000000000001;44.52
20220116;Städteregion Aachen;536209;67.0;12.540000000000001
20220116;Rhein-Lahn-Kreis;130289;59.0;11.0
20220116;Landkreis Oberspreewald-Lausitz;114225;55.00000000000001;17.830000000000002
20220116;Brandenburg an der Havel;70008;54.0;10.58
20220116;Landkreis Nordhausen;82462;57.99999999999999;14.52
20220116;Kreis Stormarn;293899;57.99999999999999;10.07
20220116;Bottrop;115803;65.0;7.24
20220116;Landkreis Hersfeld-Rotenburg;119184;61.0;19.48
20220116;Hamm;174738;67.0;9.1
20220116;Landkreis Cuxhaven;191133;62.0;12.02
20220116;Landkreis Augsburg;239333;62.0;12.4
20220116;Zollernalbkreis;183039;64.0;9.91
20220116;Rhein-Pfalz-Kreis;147548;62.0;10.81
20220116;Landkreis Pfaffenhofen an der Ilm;119059;56.00000000000001;15.75
20220116;Landkreis Neumarkt in der Oberpfalz;125650;61.0;19.62
20220116;Landkreis Rastatt;219271;68.0;13.31
20220116;Landkreis Schaumburg;155311;66.0;14.06
20220116;Ingolstadt;124766;65.0;8.950000000000001
20220116;Landkreis Göppingen;274060;68.0;10.53
20220116;Jena;111550;61.0;8.86
20220116;Eisenach;40868;56.00000000000001;10.14
20220116;Landkreis Eichstätt;123581;63.0;14.52
20220116;Landkreis Rostock;266579;57.99999999999999;13.44
20220116;Solingen;154115;68.0;7.1000000000000005
20220116;Landkreis Lichtenfels;66728;61.0;11.35
20220116;Landkreis Saalfeld-Rudolstadt;104605;55.00000000000001;9.51
20220116;Krefeld;217161;65.0;7.29
20220116;Wetteraukreis;291973;63.0;11.5
20220116;Landkreis Ludwigsburg;512727;67.0;8.83
20220116;Landkreis Mainz-Bingen;204687;64.0;11.23
20220116;Ulm;124290;67.0;10.68
20220116;Landkreis Teltow-Fläming;158437;59.0;15.63
20220116;Kreis Dithmarschen;131225;59.0;12.06
20220116;Kreis Mettmann;496285;64.0;7.94
20220116;Landkreis Neuburg-Schrobenhausen;90759;65.0;11.53
20220116;Weiden in der Oberpfalz;42454;55.00000000000001;10.58
20220116;Landkreis Hildburghausen;66041;54.0;12.71
20220116;Landkreis Rotenburg (Wümme);170020;57.99999999999999;15.950000000000001
20220116;Landkreis Hof;97057;63.0;20.14
20220116;Landkreis Konstanz;266042;64.0;12.01
20220116;Landkreis Stendal;126199;57.00000000000001;14.49
20220116;Heidelberg;149461;64.0;8.47
20220116;Rhein-Erft-Kreis;451933;65.0;10.200000000000001
20220116;Landkreis Weilheim-Schongau;127948;63.0;12.030000000000001
20220116;Mannheim;293719;64.0;8.77
20220116;Landkreis Osterholz;110063;60.0;10.58
20220116;Schwabach;47685;67.0;13.06
20220116;Landkreis Südwestpfalz;123086;61.0;10.55
20220116;Landkreis Miltenberg;141860;57.99999999999999;11.870000000000001
20220116;Coburg;40184;62.0;8.05
20220116;Essen;563637;66.0;7.140000000000001
20220116;Flensburg;82517;55.00000000000001;10.81
20220116;Ilm-Kreis;95530;53.0;12.05
20220116;Bremen;560162;57.99999999999999;8.09
20220116;Landkreis Mecklenburgische Seenplatte;264934;55.00000000000001;13.51
20220116;Landkreis Calw;149463;65.0;10.450000000000001
20220116;Landkreis Aurich;184435;63.0;11.82
20220116;Landkreis Prignitz;87979;53.0;17.57
20220116;Hohenlohekreis;106720;63.0;15.77
20220116;Landkreis Schwäbisch Hall;185007;66.0;14.38
20220116;Landkreis Freudenstadt;114181;65.0;11.91
20220116;Kreis Wesel;454837;65.0;10.51
20220116;Landkreis Waldeck-Frankenberg;160666;61.0;14.1
20220116;Köln;1037298;67.0;8.47
20220116;Landkreis Mittelsachsen;315182;55.00000000000001;13.48
20220116;Baden-Baden;52159;63.0;13.18
20220116;Landkreis Erlangen-Höchstadt;151163;63.0;11.21
20220116;Lahn-Dill-Kreis;250821;61.0;10.97
20220116;Ortenaukreis;429043;67.0;13.290000000000001
20220116;Landkreis Nordwestmecklenburg;159710;57.99999999999999;13.97
20220116;Kassel;211722;65.0;9.02
20220116;Landkreis Günzburg;118946;63.0;15.120000000000001
20220116;Kreis Gütersloh;348084;66.0;10.66
20220116;Karlsruhe;292798;65.0;8.78
20220116;Kreis Paderborn;290366;67.0;11.44
20220116;Landkreis Rhön-Grabfeld;79499;61.0;13.030000000000001
20220116;Landkreis Saarlouis;196002;61.0;9.57
20220116;Landkreis Neustadt an der Waldnaab;137147;61.0;30.39
20220116;Landkreis Starnberg;139221;61.0;11.18
20220116;Amberg;40836;63.0;9.64
20220116;Kreis Minden-Lübbecke;307988;64.0;10.89
20220116;Landkreis Mayen-Koblenz;220854;64.0;12.5
20220116;Landkreis Marburg-Biedenkopf;239537;62.0;10.56
20220116;Straubing;43687;63.0;9.31
20220116;Landkreis Altötting;106755;59.0;21.82
20220116;Landkreis Birkenfeld;86622;57.99999999999999;10.92
20220116;Delmenhorst;73039;57.99999999999999;8.16
20220116;Landkreis Vulkaneifel;91632;57.00000000000001;16.66
20220116;Landkreis Hameln-Pyrmont;147976;60.0;9.78
20220116;Braunschweig;244619;59.0;8.23
20220116;Landkreis Havelland;166550;57.00000000000001;14.24
20220116;Landkreis Bad Dürkheim;146738;62.0;10.86
20220116;Landkreis Miesbach;93634;63.0;16.13
20220116;Saalekreis;195486;59.0;14.42
20220116;Bochum;360112;66.0;7.3100000000000005
20220116;Landkreis Bad Kreuznach;180006;62.0;12.15
20220116;Landkreis Landsberg am Lech;126070;62.0;14.02
20220116;Landkreis Sömmerda;74280;59.0;13.290000000000001
20220116;Landkreis Verden;131323;60.0;14.21
20220116;Landkreis Neuwied;184594;64.0;12.33
20220116;Landkreis Ravensburg;269172;67.0;14.72
20220116;Landkreis Leer;163025;64.0;14.31
20220116;Kreis Ostholstein;195648;60.0;13.94
20220116;Magdeburg;228655;59.0;8.1
20220116;Landkreis Kronach;68528;57.99999999999999;11.51
20220116;Kreis Segeberg;276528;59.0;10.43
20220116;Kreis Plön;169288;61.0;10.31
20220116;Landkreis Rosenheim;244988;65.0;24.02
20220116;Landkreis Cloppenburg;158934;65.0;14.88
20220116;Landkreis Tirschenreuth;73315;61.0;19.580000000000002
20220116;Landkreis Kulmbach;75124;68.0;15.38
20220116;Mönchengladbach;252048;66.0;7.61
20220116;Landkreis Fürth;113392;66.0;9.28
20220116;Landkreis Göttingen;317027;62.0;12.34
20220116;Landkreis Vechta;132626;62.0;17.12
20220116;Landkreis Oberhavel;201216;55.00000000000001;11.42
20220116;Kreis Euskirchen;185685;66.0;12.22
20220116;Fürth;117897;65.0;8.26
20220116;Landkreis Heidekreis;134495;59.0;21.52
20220116;Hochsauerlandkreis;263299;62.0;12.950000000000001
20220116;Landkreis Reutlingen;270381;69.0;9.33
20220116;Kreis Borken;359094;64.0;10.83
20220116;Wilhelmshaven;75833;57.99999999999999;7.72
20220116;Kreis Unna;389743;67.0;9.22
20220116;Westerwaldkreis;221327;62.0;13.93
20220116;Regensburg;137402;64.0;9.83
20220116;Altmarkkreis Salzwedel;96051;55.00000000000001;15.01
20220116;Kreis Groß-Gerau;253978;62.0;12.040000000000001
20220116;Landkreis Görlitz;262827;52.0;32.22
20220116;Landkreis Emmendingen;158130;66.0;11.64
20220116;Landkreis Breisgau-Hochschwarzwald;245343;68.0;17.7
20220116;Kreis Nordfriesland;160817;61.0;14.25
20220116;Landkreis Bautzen;308174;57.99999999999999;20.16
20220116;Landkreis Ludwigslust-Parchim;221745;55.00000000000001;17.84
20220116;Augsburg;269835;66.0;8.93
20220116;Landkreis Regen;75423;57.99999999999999;15.71
20220116;Berlin;3363774;61.0;6.97
20220116;Lübeck;207915;59.0;8.950000000000001
20220116;Neckar-Odenwald-Kreis;144184;55.00000000000001;11.92
20220116;Bamberg;67334;66.0;9.84
20220116;Landkreis Dahme-Spreewald;159435;56.00000000000001;16.69
20220116;Landkreis Holzminden;72064;54.0;11.09
20220116;Erfurt;200593;60.0;9.72
20220116;Mainz;202032;64.0;8.74
20220116;Landkreis Mühldorf am Inn;115836;62.0;15.36
20220116;Schwerin;90457;57.00000000000001;9.040000000000001
20220116;Landkreis München;350919;62.0;10.61
20220116;Landkreis Hildesheim;261316;62.0;10.69
20220116;Landkreis Freyung-Grafenau;77288;57.99999999999999;18.990000000000002
20220116;Neumünster;75031;57.00000000000001;9.700000000000001
20220116;Landkreis Waldshut;163104;51.0;11.32
20220116;Landkreis Limburg-Weilburg;169001;63.0;13.33
20220116;Emden;48889;61.0;9.86
20220116;Kreis Steinfurt;430048;64.0;12.42
20220116;Landkreis Karlsruhe;423515;64.0;10.78
20220116;Rhein-Kreis Neuss;437099;65.0;8.86
20220116;Vogelsbergkreis;105957;59.0;17.89
20220116;Dresden;522289;62.0;9.83
20220116;München;1401845;65.0;8.56
20220116;Kreis Herzogtum Lauenburg;240460;57.00000000000001;10.99
20220116;Landkreis Aschaffenburg;173801;60.0;13.0
20220116;Landkreis Haßberge;83723;62.0;15.99
20220116;Landkreis Esslingen;512951;69.0;9.4
20220116;Landkreis Grafschaft Bentheim;132814;61.0;24.59
20220116;Pforzheim;113938;69.0;8.1
20220116;Landkreis Oldenburg;124654;61.0;14.48
20220116;Kreis Viersen;293575;66.0;16.05
20220116;Main-Kinzig-Kreis;401660;59.0;10.74
20220116;Landkreis Aichach-Friedberg;126344;63.0;12.48
20220116;Aschaffenburg;66685;62.0;9.21
20220116;Schwarzwald-Baar-Kreis;202023;67.0;11.25
20220116;Landkreis Cham;124702;63.0;17.400000000000002
20220116;Landkreis Altenburger Land;93985;56.00000000000001;10.38
20220116;Landkreis Ebersberg;138144;64.0;12.43
20220116;Landkreis Wolfenbüttel;118906;62.0;11.66
20220116;Kreis Rendsburg-Eckernförde;330251;61.0;11.63
20220116;Landkreis Kelheim;112969;64.0;14.32
20220116;Landkreis Bayreuth;103748;63.0;18.26
20220116;Landkreis Lindau;78064;57.00000000000001;24.45
20220116;Landkreis Jerichower Land;100206;59.0;18.46
20220116;Potsdam;156578;63.0;8.38
20220116;Alb-Donau-Kreis;197569;65.0;13.01
20220116;Kaufbeuren;40950;62.0;9.5
20220116;Landkreis Anhalt-Bitterfeld;167921;59.0;11.76
20220116;Kreis Coesfeld;212812;65.0;11.32
20220116;Kreis Warendorf;269529;68.0;10.99
20220116;Landkreis Amberg-Sulzbach;102293;62.0;16.15
20220116;Landkreis Uckermark;121696;56.00000000000001;27.44
20220116;Landkreis Dachau;152047;65.0;12.01
20220116;Landkreis Lüchow-Dannenberg;48709;52.0;14.26
20220116;Frankfurt am Main;685715;63.0;8.05
20220116;Oldenburg;157306;59.0;8.82
20220116;Wolfsburg;121443;55.00000000000001;8.05
20220116;Rheingau-Taunus-Kreis;180265;61.0;11.24
20220116;Landkreis Kassel;254004;63.0;12.11
20220116;Kaiserslautern;93505;61.0;8.06
20220116;Erlangen;107627;65.0;9.24
20220116;Landkreis Bamberg;142361;65.0;15.27
20220116;Landkreis Oberallgäu;148380;70.0;17.02
20220116;Frankfurt (Oder);59435;64.0;86.94
20220116;Landkreis Tübingen;212384;69.0;9.77
20220116;Landkreis Germersheim;130550;63.0;13.4
20220116;Landkreis Zwickau;328668;55.00000000000001;9.52
20220116;Kreis Herford;247623;64.0;10.58
20220116;Landkreis Diepholz;208514;59.0;12.06
20220116;Passau;48653;65.0;41.49
20220116;Landkreis Schweinfurt;111873;68.0;15.1
20220116;Schwalm-Eder-Kreis;179089;63.0;15.48
20220116;Eifelkreis Bitburg-Prüm;108382;56.00000000000001;18.09
20220116;Landkreis Vorpommern-Rügen;217802;57.99999999999999;14.34
